InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536415,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,3,01-12-2010 11:57,0.85,12838,United Kingdom
536415,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,3,01-12-2010 11:57,0.85,12838,United Kingdom
536415,22472,TV DINNER TRAY DOLLY GIRL,2,01-12-2010 11:57,4.95,12838,United Kingdom
536415,22557,PLASTERS IN TIN VINTAGE PAISLEY ,3,01-12-2010 11:57,1.65,12838,United Kingdom
536415,22551,PLASTERS IN TIN SPACEBOY,3,01-12-2010 11:57,1.65,12838,United Kingdom
536415,22554,PLASTERS IN TIN WOODLAND ANIMALS,3,01-12-2010 11:57,1.65,12838,United Kingdom
536415,22534,MAGIC DRAWING SLATE SPACEBOY ,3,01-12-2010 11:57,0.42,12838,United Kingdom
536415,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,3,01-12-2010 11:57,0.42,12838,United Kingdom
536415,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,3,01-12-2010 11:57,0.42,12838,United Kingdom
536415,22530,MAGIC DRAWING SLATE DOLLY GIRL ,3,01-12-2010 11:57,0.42,12838,United Kingdom
536415,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,3,01-12-2010 11:57,2.95,12838,United Kingdom
536415,22837,HOT WATER BOTTLE BABUSHKA ,3,01-12-2010 11:57,4.65,12838,United Kingdom
536415,85049H,URBAN BLACK RIBBONS ,2,01-12-2010 11:57,1.25,12838,United Kingdom
536415,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,01-12-2010 11:57,3.75,12838,United Kingdom
536415,22807,SET OF 6 T-LIGHTS TOADSTOOLS,12,01-12-2010 11:57,2.95,12838,United Kingdom
536416,21494,ROTATING LEAVES T-LIGHT HOLDER,12,01-12-2010 11:58,1.25,13255,United Kingdom
536416,21915,RED  HARMONICA IN BOX ,72,01-12-2010 11:58,1.25,13255,United Kingdom
536416,22938,CUPCAKE LACE PAPER SET 6,12,01-12-2010 11:58,1.95,13255,United Kingdom
536416,22768,FAMILY PHOTO FRAME CORNICE,4,01-12-2010 11:58,9.95,13255,United Kingdom
536416,22767,TRIPLE PHOTO FRAME CORNICE ,4,01-12-2010 11:58,9.95,13255,United Kingdom
536416,82494L,WOODEN FRAME ANTIQUE WHITE ,6,01-12-2010 11:58,2.95,13255,United Kingdom
536420,21889,WOODEN BOX OF DOMINOES,12,01-12-2010 12:03,1.25,16583,United Kingdom
536420,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,01-12-2010 12:03,1.25,16583,United Kingdom
536420,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,01-12-2010 12:03,1.25,16583,United Kingdom
536420,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,01-12-2010 12:03,2.95,16583,United Kingdom
536420,21718,RED METAL BEACH SPADE ,12,01-12-2010 12:03,1.25,16583,United Kingdom
536420,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,01-12-2010 12:03,2.55,16583,United Kingdom
536420,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,01-12-2010 12:03,2.55,16583,United Kingdom
536420,22113,GREY HEART HOT WATER BOTTLE,4,01-12-2010 12:03,3.75,16583,United Kingdom
536420,22111,SCOTTIE DOG HOT WATER BOTTLE,3,01-12-2010 12:03,4.95,16583,United Kingdom
536420,22110,BIRD HOUSE HOT WATER BOTTLE,6,01-12-2010 12:03,2.55,16583,United Kingdom
536420,22358,KINGS CHOICE TEA CADDY ,6,01-12-2010 12:03,2.95,16583,United Kingdom
536420,22357,KINGS CHOICE BISCUIT TIN,4,01-12-2010 12:03,4.25,16583,United Kingdom
536420,22115,METAL SIGN EMPIRE TEA,6,01-12-2010 12:03,2.95,16583,United Kingdom
536420,22969,HOMEMADE JAM SCENTED CANDLES,12,01-12-2010 12:03,1.45,16583,United Kingdom
536423,22619,SET OF 6 SOLDIER SKITTLES,4,01-12-2010 12:08,3.75,18085,United Kingdom
536423,21481,FAWN BLUE HOT WATER BOTTLE,6,01-12-2010 12:08,2.95,18085,United Kingdom
536423,22632,HAND WARMER RED RETROSPOT,12,01-12-2010 12:08,2.1,18085,United Kingdom
536423,22837,HOT WATER BOTTLE BABUSHKA ,8,01-12-2010 12:08,4.65,18085,United Kingdom
536423,21479,WHITE SKULL HOT WATER BOTTLE ,8,01-12-2010 12:08,3.75,18085,United Kingdom
536423,21485,RETROSPOT HEART HOT WATER BOTTLE,8,01-12-2010 12:08,4.95,18085,United Kingdom
536423,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,01-12-2010 12:08,3.75,18085,United Kingdom
536423,22111,SCOTTIE DOG HOT WATER BOTTLE,16,01-12-2010 12:08,4.95,18085,United Kingdom
536423,22113,GREY HEART HOT WATER BOTTLE,8,01-12-2010 12:08,3.75,18085,United Kingdom
